vehicle_id,sample_count,health_score,risk_level,capacity_score,range_score,temperature_score,voltage_score,mean_temperature_c,max_temperature_c,voltage_std,capacity_retention,risk_reasons
EV000224,20,64.57,关注,55.54,73.38,100.0,33.93,29.12,37.33,8.2593,0.5554,容量保持率偏低；电压波动较大；估算续航偏低
EV000225,16,86.5,良好,99.97,100.0,100.0,32.56,28.5,35.0,8.4295,0.9997,电压波动较大
EV000226,9,91.94,健康,100.0,100.0,100.0,59.71,26.2,29.49,5.0368,1.0192,电压波动较大
EV000227,18,64.4,关注,56.15,75.33,100.0,29.59,29.84,36.13,8.8009,0.5615,容量保持率偏低；电压波动较大
EV000228,16,71.39,关注,62.78,83.6,100.0,42.61,29.39,33.09,7.1736,0.6278,容量保持率偏低；电压波动较大
EV000229,12,76.25,良好,76.89,100.0,100.0,21.71,28.91,34.19,9.7864,0.7689,电压波动较大
EV000230,11,69.22,关注,71.18,95.39,100.0,2.29,28.99,33.75,12.2139,0.7118,容量保持率偏低；电压波动较大
EV000231,14,88.2,良好,100.0,100.0,100.0,40.98,29.09,35.79,7.3775,1.0064,电压波动较大
EV000232,15,71.59,关注,62.75,84.01,100.0,43.14,29.13,32.95,7.108,0.6275,容量保持率偏低；电压波动较大
EV000233,12,86.94,良好,98.91,100.0,100.0,36.59,28.0,32.49,7.9268,0.9891,电压波动较大
EV000234,10,79.8,良好,80.92,100.0,100.0,32.38,27.82,32.29,8.453,0.8092,电压波动较大
EV000235,12,64.92,关注,49.7,65.61,100.0,55.62,29.16,34.79,5.5478,0.497,容量保持率偏低；电压波动较大；估算续航偏低
EV000236,7,90.31,健康,99.69,100.0,100.0,52.08,29.53,35.27,5.9894,0.9969,电压波动较大
EV000237,15,87.0,良好,100.0,100.0,100.0,34.98,28.6,32.32,8.1279,1.0062,电压波动较大
EV000238,17,48.76,高风险,63.28,84.83,10.38,16.65,46.61,52.72,10.4185,0.6328,容量保持率偏低；存在高温记录；电压波动较大
EV000239,7,82.01,良好,100.0,100.0,100.0,10.07,28.24,32.66,11.2408,1.0093,电压波动较大
EV000240,11,80.9,良好,82.41,100.0,100.0,35.26,28.76,31.69,8.0919,0.8241,电压波动较大
EV000241,8,60.81,关注,51.97,70.74,100.0,24.68,29.1,32.71,9.4152,0.5197,容量保持率偏低；电压波动较大；估算续航偏低
EV000242,12,71.38,关注,64.27,85.8,100.0,37.17,29.11,32.6,7.8532,0.6427,容量保持率偏低；电压波动较大
EV000243,14,92.0,健康,100.0,100.0,100.0,59.99,28.95,32.69,5.0015,1.0002,电压波动较大
EV000244,17,62.61,关注,48.68,64.38,100.0,47.37,28.68,33.68,6.5784,0.4868,容量保持率偏低；电压波动较大；估算续航偏低
EV000245,8,79.09,良好,64.15,85.5,100.0,76.31,28.6,31.42,2.9617,0.6415,容量保持率偏低
EV000246,13,91.21,健康,100.0,100.0,100.0,56.05,28.29,34.86,5.4938,1.0034,电压波动较大
EV000247,14,67.4,关注,55.21,72.37,97.56,52.35,30.61,35.65,5.9557,0.5521,容量保持率偏低；电压波动较大；估算续航偏低
EV000248,6,78.9,良好,73.79,99.9,100.0,40.48,29.3,33.42,7.4403,0.7379,容量保持率偏低；电压波动较大
EV000249,11,78.88,良好,80.79,100.0,100.0,28.02,29.17,34.03,8.998,0.8079,电压波动较大
EV000250,12,85.84,良好,84.2,100.0,100.0,56.87,28.82,32.79,5.3918,0.842,电压波动较大
EV000251,15,79.41,良好,82.94,100.0,95.75,31.14,31.06,35.31,8.6078,0.8294,电压波动较大
EV000252,10,72.5,关注,63.31,85.26,100.0,45.11,29.05,34.76,6.861,0.6331,容量保持率偏低；电压波动较大
EV000253,13,89.09,良好,99.16,100.0,100.0,46.94,29.04,33.67,6.633,0.9916,电压波动较大
EV000254,13,79.64,良好,72.36,96.39,100.0,51.06,29.71,34.91,6.1179,0.7236,容量保持率偏低；电压波动较大
EV000255,7,60.99,关注,69.99,93.99,29.19,35.8,45.45,48.01,8.0251,0.6999,容量保持率偏低；存在高温记录；电压波动较大
EV000256,6,71.82,关注,54.29,73.69,99.25,72.71,30.19,33.61,3.4115,0.5429,容量保持率偏低；电压波动较大；估算续航偏低
EV000257,7,76.75,良好,70.28,92.52,100.0,45.11,27.78,32.09,6.8608,0.7028,容量保持率偏低；电压波动较大
EV000258,13,83.93,良好,85.75,100.0,99.39,45.18,30.15,34.26,6.8529,0.8575,电压波动较大
EV000259,14,86.06,良好,83.76,100.0,100.0,58.73,28.62,33.44,5.1582,0.8376,电压波动较大
EV000260,6,70.91,关注,74.72,98.42,100.0,0.79,27.74,32.91,12.4018,0.7472,容量保持率偏低；电压波动较大
EV000261,14,79.22,良好,83.91,100.0,100.0,24.25,28.4,31.51,9.4685,0.8391,电压波动较大
EV000262,8,72.05,关注,62.68,83.48,100.0,46.18,28.71,32.94,6.7271,0.6268,容量保持率偏低；电压波动较大
EV000263,15,70.41,关注,61.76,81.39,100.0,42.23,29.14,33.08,7.2211,0.6176,容量保持率偏低；电压波动较大
EV000264,17,66.39,关注,55.45,73.67,100.0,42.83,29.52,34.07,7.1464,0.5545,容量保持率偏低；电压波动较大；估算续航偏低
EV000265,13,62.84,关注,84.43,100.0,12.35,29.11,47.18,51.31,8.8607,0.8443,存在高温记录；电压波动较大
EV000266,18,71.28,关注,62.45,82.45,100.0,44.07,28.72,35.6,6.9918,0.6245,容量保持率偏低；电压波动较大
EV000267,13,68.82,关注,52.99,70.85,99.75,63.03,30.06,34.13,4.6217,0.5299,容量保持率偏低；电压波动较大；估算续航偏低
EV000268,11,85.52,良好,84.27,100.0,100.0,55.1,28.6,33.94,5.6122,0.8427,电压波动较大
EV000269,15,76.36,良好,70.9,93.09,100.0,41.36,29.74,35.51,7.3301,0.709,容量保持率偏低；电压波动较大
EV000270,15,69.92,关注,64.77,87.31,98.89,28.21,30.28,35.05,8.9733,0.6477,容量保持率偏低；电压波动较大
EV000271,8,69.85,关注,63.52,85.59,100.0,31.12,29.91,34.0,8.6102,0.6352,容量保持率偏低；电压波动较大
EV000272,12,71.85,关注,61.13,82.03,100.0,49.75,27.2,30.89,6.2818,0.6113,容量保持率偏低；电压波动较大
EV000273,10,87.51,良好,100.0,100.0,100.0,37.53,29.61,32.19,7.8091,1.021,电压波动较大
EV000274,10,68.88,关注,63.2,81.93,100.0,31.4,29.18,31.6,8.5752,0.632,容量保持率偏低；电压波动较大
EV000275,9,81.45,良好,83.26,100.0,100.0,36.53,29.13,34.49,7.9341,0.8326,电压波动较大
EV000276,15,65.64,关注,53.62,70.84,100.0,45.82,27.68,30.96,6.7731,0.5362,容量保持率偏低；电压波动较大；估算续航偏低
EV000277,9,81.1,良好,70.68,94.33,100.0,63.9,27.99,33.66,4.5131,0.7068,容量保持率偏低；电压波动较大
EV000278,16,67.32,关注,62.43,82.47,100.0,24.25,29.1,32.63,9.4693,0.6243,容量保持率偏低；电压波动较大
EV000279,14,84.47,良好,99.08,100.0,100.0,23.97,28.97,34.77,9.5036,0.9908,电压波动较大
EV000280,12,79.04,良好,69.92,92.69,100.0,56.96,28.75,33.11,5.3799,0.6992,容量保持率偏低；电压波动较大
EV000281,13,62.94,关注,47.89,63.73,98.87,52.34,30.28,35.9,5.957,0.4789,容量保持率偏低；电压波动较大；估算续航偏低
EV000282,10,89.85,良好,99.92,100.0,100.0,49.36,29.18,32.38,6.3295,0.9992,电压波动较大
EV000283,5,80.66,良好,70.35,94.65,100.0,61.88,28.17,31.42,4.7646,0.7035,容量保持率偏低；电压波动较大
EV000284,22,57.56,高风险,72.31,96.08,17.57,23.6,46.35,50.68,9.5503,0.7231,容量保持率偏低；存在高温记录；电压波动较大
EV000285,13,87.73,良好,100.0,100.0,100.0,38.67,28.62,34.44,7.6666,1.0083,电压波动较大
EV000286,11,87.67,良好,99.03,100.0,100.0,40.04,27.52,31.77,7.495,0.9903,电压波动较大
EV000287,19,80.25,良好,76.48,100.0,100.0,42.44,28.46,32.65,7.1952,0.7648,电压波动较大
EV000288,13,83.87,良好,85.23,100.0,100.0,45.19,29.14,34.09,6.8516,0.8523,电压波动较大
EV000289,9,64.97,关注,53.04,69.95,100.0,44.58,29.07,34.58,6.9279,0.5304,容量保持率偏低；电压波动较大；估算续航偏低
EV000290,12,59.96,高风险,50.55,67.12,100.0,27.43,29.86,34.05,9.0709,0.5055,容量保持率偏低；电压波动较大；估算续航偏低
EV000291,9,79.13,良好,73.15,98.31,99.69,45.06,30.08,34.94,6.8669,0.7315,容量保持率偏低；电压波动较大
EV000292,6,72.67,关注,72.35,97.2,100.0,15.24,29.73,38.2,10.5956,0.7235,容量保持率偏低；电压波动较大
EV000293,12,83.14,良好,85.54,100.0,100.0,41.02,29.91,36.49,7.3723,0.8554,电压波动较大
EV000294,11,85.8,良好,98.29,100.0,100.0,31.97,28.11,33.2,8.504,0.9829,电压波动较大
EV000295,15,64.06,关注,53.67,71.5,100.0,37.0,29.66,36.79,7.8755,0.5367,容量保持率偏低；电压波动较大；估算续航偏低
EV000296,10,65.57,关注,56.47,74.93,100.0,35.35,27.5,34.31,8.0807,0.5647,容量保持率偏低；电压波动较大；估算续航偏低
EV000297,11,67.54,关注,60.63,79.86,100.0,31.76,28.16,33.3,8.5301,0.6063,容量保持率偏低；电压波动较大
EV000298,9,76.57,良好,72.55,97.44,100.0,34.07,28.44,30.83,8.2407,0.7255,容量保持率偏低；电压波动较大
EV000299,20,59.48,高风险,48.89,64.84,100.0,30.78,28.75,33.46,8.6521,0.4889,容量保持率偏低；电压波动较大；估算续航偏低
EV000300,13,56.46,高风险,64.11,86.04,7.56,54.98,46.99,53.16,5.6277,0.6411,容量保持率偏低；存在高温记录；电压波动较大
EV000301,7,61.5,关注,51.6,67.21,100.0,33.17,28.76,32.73,8.3539,0.516,容量保持率偏低；电压波动较大；估算续航偏低
EV000302,10,80.39,良好,71.78,94.77,100.0,57.88,29.37,32.98,5.2654,0.7178,容量保持率偏低；电压波动较大
EV000303,14,91.97,健康,99.72,100.0,100.0,60.32,28.18,33.62,4.9596,0.9972,电压波动较大
EV000304,11,57.61,高风险,50.34,67.52,100.0,15.56,28.06,30.28,10.5554,0.5034,容量保持率偏低；电压波动较大；估算续航偏低
EV000305,9,77.32,良好,71.77,96.4,100.0,40.51,29.23,33.7,7.436,0.7177,容量保持率偏低；电压波动较大
EV000306,8,76.03,良好,74.78,100.0,100.0,24.27,29.99,36.0,9.4658,0.7478,容量保持率偏低；电压波动较大
EV000307,13,75.26,良好,67.43,91.56,100.0,43.86,29.17,34.42,7.0174,0.6743,容量保持率偏低；电压波动较大
EV000308,16,85.83,良好,99.7,100.0,100.0,29.66,29.14,37.56,8.7922,0.997,电压波动较大
EV000309,8,60.97,关注,48.71,65.32,100.0,37.99,29.12,32.52,7.7513,0.4871,容量保持率偏低；电压波动较大；估算续航偏低
EV000310,21,85.06,良好,84.22,100.0,100.0,52.91,29.41,31.75,5.8861,0.8422,电压波动较大
EV000311,16,75.72,良好,70.73,94.67,99.24,37.25,30.19,38.55,7.844,0.7073,容量保持率偏低；电压波动较大
EV000312,16,87.01,良好,98.07,100.0,100.0,38.46,28.79,33.58,7.693,0.9807,电压波动较大
EV000313,9,55.33,高风险,49.99,66.52,98.88,7.15,30.28,34.53,11.6058,0.4999,容量保持率偏低；电压波动较大；估算续航偏低
EV000314,10,86.79,良好,82.62,100.0,100.0,64.38,28.02,32.29,4.4523,0.8262,电压波动较大
EV000315,8,90.56,健康,100.0,100.0,99.26,53.55,30.18,33.78,5.8065,1.0251,电压波动较大
EV000316,14,83.83,良好,86.1,100.0,100.0,43.49,28.08,31.39,7.0644,0.861,电压波动较大
EV000317,12,86.36,良好,100.0,100.0,100.0,31.8,27.67,30.64,8.5255,1.0233,电压波动较大
EV000318,10,71.87,关注,66.02,86.98,100.0,35.09,29.25,35.75,8.1135,0.6602,容量保持率偏低；电压波动较大
EV000319,19,75.63,良好,71.34,95.25,100.0,34.26,29.55,33.52,8.2179,0.7134,容量保持率偏低；电压波动较大
EV000320,13,82.58,良好,82.47,100.0,100.0,43.56,28.61,34.31,7.0546,0.8247,电压波动较大
EV000321,14,88.28,良好,100.0,100.0,100.0,41.42,29.55,34.01,7.322,1.0051,电压波动较大
EV000322,5,92.59,健康,99.08,100.0,100.0,64.56,28.71,32.89,4.4306,0.9908,电压波动较大
EV000323,16,88.59,良好,99.22,100.0,100.0,44.32,27.95,32.16,6.96,0.9922,电压波动较大
EV000324,17,57.64,高风险,63.44,85.64,13.0,57.14,46.16,52.45,5.3581,0.6344,容量保持率偏低；存在高温记录；电压波动较大
EV000325,17,67.55,关注,55.81,73.82,100.0,47.81,29.61,37.63,6.5242,0.5581,容量保持率偏低；电压波动较大；估算续航偏低
EV000326,7,78.81,良好,79.33,100.0,99.44,30.79,30.14,34.49,8.6516,0.7933,电压波动较大
EV000327,12,80.1,良好,85.18,100.0,100.0,26.44,27.57,30.9,9.1954,0.8518,电压波动较大
EV000328,7,68.83,关注,62.14,83.97,100.0,30.45,28.69,35.49,8.6938,0.6214,容量保持率偏低；电压波动较大
EV000329,16,70.12,关注,71.56,94.28,99.56,7.98,30.11,34.35,11.5026,0.7156,容量保持率偏低；电压波动较大
EV000330,16,67.0,关注,55.5,74.44,100.0,44.82,28.79,33.4,6.8975,0.555,容量保持率偏低；电压波动较大；估算续航偏低
EV000331,12,75.12,良好,69.97,94.1,100.0,35.55,28.87,33.34,8.0558,0.6997,容量保持率偏低；电压波动较大
EV000332,7,91.15,健康,98.38,100.0,100.0,58.61,29.73,35.5,5.1743,0.9838,电压波动较大
EV000333,9,85.48,良好,99.14,100.0,100.0,28.88,29.15,32.55,8.8895,0.9914,电压波动较大
EV000334,14,69.51,关注,85.12,100.0,31.59,42.0,45.2,47.53,7.2502,0.8512,存在高温记录；电压波动较大
EV000335,10,75.15,良好,85.03,100.0,32.16,69.78,44.94,47.7,3.7781,0.8503,存在高温记录；电压波动较大
EV000336,8,87.35,良好,83.57,100.0,100.0,65.5,29.07,34.09,4.3121,0.8357,电压波动较大
EV000337,9,75.07,良好,62.7,83.34,100.0,61.46,28.25,32.08,4.8181,0.627,容量保持率偏低；电压波动较大
EV000338,12,61.26,关注,48.93,65.9,100.0,38.29,28.63,34.77,7.7136,0.4893,容量保持率偏低；电压波动较大；估算续航偏低
EV000339,17,67.05,关注,63.71,84.56,99.92,18.16,30.02,35.67,10.2302,0.6371,容量保持率偏低；电压波动较大
EV000340,11,86.87,良好,100.0,100.0,100.0,34.37,28.81,34.28,8.2036,1.0099,电压波动较大
EV000341,14,86.42,良好,100.0,100.0,99.89,32.2,30.03,35.67,8.4755,1.0232,电压波动较大
EV000342,15,85.8,良好,98.61,100.0,100.0,31.41,29.45,34.43,8.5732,0.9861,电压波动较大
EV000343,13,81.33,良好,82.88,100.0,100.0,36.62,27.78,37.19,7.9227,0.8288,电压波动较大
EV000344,16,67.57,关注,82.65,100.0,23.53,44.68,45.1,50.35,6.9154,0.8265,存在高温记录；电压波动较大
EV000345,13,76.39,良好,65.05,85.59,100.0,61.1,29.57,35.54,4.8619,0.6505,容量保持率偏低；电压波动较大
EV000346,8,68.11,关注,52.88,70.99,100.0,59.27,28.42,31.62,5.0918,0.5288,容量保持率偏低；电压波动较大；估算续航偏低
EV000347,13,76.37,良好,76.33,100.0,100.0,23.27,28.98,34.99,9.5913,0.7633,电压波动较大
EV000348,8,67.75,关注,62.74,83.61,100.0,24.45,28.97,36.12,9.4442,0.6274,容量保持率偏低；电压波动较大
EV000349,6,92.58,健康,100.0,100.0,100.0,62.89,26.71,31.61,4.6389,1.0074,电压波动较大
EV000350,11,63.24,关注,54.8,73.07,100.0,28.94,28.81,31.23,8.8819,0.548,容量保持率偏低；电压波动较大；估算续航偏低
EV000351,15,77.18,良好,72.18,95.67,97.92,42.06,30.52,36.55,7.2429,0.7218,容量保持率偏低；电压波动较大
EV000352,14,61.45,关注,48.49,64.16,100.0,42.21,28.24,35.61,7.224,0.4849,容量保持率偏低；电压波动较大；估算续航偏低
EV000353,17,89.65,良好,100.0,100.0,100.0,48.27,28.97,32.87,6.4658,1.0027,电压波动较大
EV000354,13,82.55,良好,71.26,96.29,100.0,67.7,28.29,35.79,4.0374,0.7126,容量保持率偏低；电压波动较大
EV000355,10,62.75,关注,62.33,82.83,100.0,1.15,27.93,33.05,12.3566,0.6233,容量保持率偏低；电压波动较大
EV000356,16,55.77,高风险,62.55,83.82,19.58,45.05,46.08,50.37,6.8682,0.6255,容量保持率偏低；存在高温记录；电压波动较大
EV000357,15,72.3,关注,62.13,82.67,100.0,49.43,28.22,33.39,6.3209,0.6213,容量保持率偏低；电压波动较大
EV000358,10,64.18,关注,47.34,63.03,100.0,59.3,29.04,32.7,5.0878,0.4734,容量保持率偏低；电压波动较大；估算续航偏低
EV000359,11,90.37,健康,100.0,100.0,100.0,51.85,29.49,36.42,6.0185,1.0026,电压波动较大
EV000360,10,61.28,关注,47.86,64.22,100.0,42.37,28.61,33.09,7.2044,0.4786,容量保持率偏低；电压波动较大；估算续航偏低
EV000361,13,67.1,关注,84.29,100.0,21.67,41.34,46.05,49.71,7.3329,0.8429,存在高温记录；电压波动较大
EV000362,14,86.93,良好,100.0,100.0,100.0,34.64,29.42,33.02,8.1695,1.0022,电压波动较大
EV000363,20,79.92,良好,77.38,100.0,100.0,39.19,29.45,34.2,7.6016,0.7738,电压波动较大
EV000364,13,63.81,关注,49.84,66.43,100.0,48.8,28.09,33.8,6.3996,0.4984,容量保持率偏低；电压波动较大；估算续航偏低
EV000365,11,83.24,良好,84.33,100.0,100.0,43.61,29.05,31.75,7.0493,0.8433,电压波动较大
EV000366,7,73.63,关注,72.16,97.85,100.0,19.57,28.44,31.94,10.0536,0.7216,容量保持率偏低；电压波动较大
EV000367,9,78.52,良好,71.23,95.6,100.0,48.44,29.48,32.91,6.4452,0.7123,容量保持率偏低；电压波动较大
EV000368,4,93.21,健康,97.79,100.0,100.0,69.94,28.06,30.46,3.757,0.9779,电压波动较大
EV000369,10,66.35,关注,62.31,83.54,98.12,20.18,30.47,34.63,9.9777,0.6231,容量保持率偏低；电压波动较大
EV000370,11,90.5,健康,99.13,100.0,100.0,54.0,28.65,34.38,5.75,0.9913,电压波动较大
EV000371,13,84.89,良好,100.0,100.0,100.0,24.47,28.69,32.65,9.441,1.0319,电压波动较大
EV000372,7,88.9,良好,100.0,100.0,100.0,44.52,28.27,30.99,6.9355,1.0065,电压波动较大
EV000373,19,81.52,良好,83.49,100.0,100.0,36.52,28.11,35.45,7.9351,0.8349,电压波动较大
EV000374,15,73.65,关注,65.62,86.95,98.85,45.89,30.29,36.14,6.7638,0.6562,容量保持率偏低；电压波动较大
EV000375,17,75.91,良好,63.72,83.87,100.0,63.22,29.76,35.28,4.5978,0.6372,容量保持率偏低；电压波动较大
EV000376,16,85.84,良好,99.8,100.0,100.0,29.57,28.13,37.41,8.8032,0.998,电压波动较大
EV000377,18,67.56,关注,62.97,84.93,100.0,21.43,29.38,35.0,9.8218,0.6297,容量保持率偏低；电压波动较大
EV000378,8,88.41,良好,85.79,100.0,100.0,66.9,28.33,30.28,4.138,0.8579,电压波动较大
EV000379,8,71.24,关注,63.19,83.26,100.0,41.56,29.76,35.12,7.3052,0.6319,容量保持率偏低；电压波动较大
EV000380,11,72.69,关注,100.0,100.0,18.59,44.86,46.75,49.81,6.8929,1.001,存在高温记录；电压波动较大
EV000381,10,86.82,良好,84.39,100.0,100.0,61.4,28.89,34.64,4.8256,0.8439,电压波动较大
EV000382,9,77.82,良好,79.35,100.0,98.35,26.87,30.41,33.27,9.1413,0.7935,电压波动较大
EV000383,10,70.45,关注,65.33,86.14,100.0,30.25,27.02,34.9,8.7191,0.6533,容量保持率偏低；电压波动较大
EV000384,8,87.82,良好,96.34,100.0,100.0,45.51,28.7,33.25,6.8117,0.9634,电压波动较大
EV000385,9,84.68,良好,83.5,100.0,98.18,54.1,30.46,34.57,5.7373,0.835,电压波动较大
EV000386,7,93.21,健康,99.41,100.0,100.0,67.11,27.93,31.82,4.1111,0.9941,电压波动较大
EV000387,15,81.72,良好,84.96,100.0,100.0,34.93,28.38,31.34,8.134,0.8496,电压波动较大
EV000388,13,70.23,关注,62.89,82.97,100.0,37.38,28.77,33.09,7.827,0.6289,容量保持率偏低；电压波动较大
EV000389,8,80.37,良好,74.93,100.0,100.0,45.74,27.77,30.37,6.7829,0.7493,容量保持率偏低；电压波动较大
EV000390,10,80.85,良好,74.03,98.56,100.0,51.49,29.37,33.13,6.064,0.7403,容量保持率偏低；电压波动较大
EV000391,11,65.75,关注,52.25,69.24,100.0,50.77,27.27,32.23,6.1536,0.5225,容量保持率偏低；电压波动较大；估算续航偏低
EV000392,14,76.96,良好,73.69,97.48,100.0,34.01,29.32,34.94,8.2492,0.7369,容量保持率偏低；电压波动较大
EV000393,12,79.42,良好,79.46,100.0,100.0,33.04,29.24,35.84,8.3702,0.7946,电压波动较大
EV000394,9,71.71,关注,63.51,84.53,100.0,41.76,28.24,33.52,7.2797,0.6351,容量保持率偏低；电压波动较大
EV000395,16,55.2,高风险,70.27,92.59,14.84,22.48,45.56,52.64,9.69,0.7027,容量保持率偏低；存在高温记录；电压波动较大
EV000396,13,61.88,关注,70.99,93.6,31.91,36.23,45.03,47.66,7.9711,0.7099,容量保持率偏低；存在高温记录；电压波动较大
EV000397,10,90.68,健康,98.82,100.0,100.0,55.47,29.25,32.36,5.5665,0.9882,电压波动较大
EV000398,15,73.17,关注,62.23,83.99,100.0,51.94,28.73,34.71,6.0079,0.6223,容量保持率偏低；电压波动较大
EV000399,12,72.24,关注,100.0,100.0,14.22,46.96,46.58,51.49,6.6299,1.0152,存在高温记录；电压波动较大
EV000400,8,62.85,关注,69.56,91.84,18.55,59.16,46.65,49.95,5.1056,0.6956,容量保持率偏低；存在高温记录；电压波动较大
EV000401,8,91.1,健康,100.0,100.0,100.0,55.5,29.26,35.96,5.5628,1.0014,电压波动较大
EV000402,10,79.87,良好,83.5,100.0,100.0,28.25,29.48,35.25,8.9694,0.835,电压波动较大
EV000403,8,88.7,良好,99.32,100.0,100.0,44.68,28.36,33.58,6.9149,0.9932,电压波动较大
EV000404,14,75.37,良好,72.69,97.46,100.0,27.84,28.76,34.84,9.0201,0.7269,容量保持率偏低；电压波动较大
EV000405,9,71.48,关注,64.6,87.72,100.0,34.7,28.38,34.4,8.163,0.646,容量保持率偏低；电压波动较大
EV000406,10,58.78,高风险,83.42,100.0,5.65,17.23,47.75,52.78,10.3461,0.8342,存在高温记录；电压波动较大
EV000407,10,69.71,关注,62.6,83.98,100.0,34.01,28.62,31.91,8.2482,0.626,容量保持率偏低；电压波动较大
EV000408,11,76.13,良好,78.74,100.0,100.0,17.86,27.92,32.13,10.2671,0.7874,电压波动较大
EV000409,6,88.71,良好,99.55,100.0,100.0,44.32,29.08,31.58,6.9596,0.9955,电压波动较大
EV000410,14,79.53,良好,76.34,100.0,100.0,39.07,29.9,34.66,7.6164,0.7634,电压波动较大
EV000411,10,89.19,良好,97.13,100.0,98.97,51.97,30.26,34.65,6.004,0.9713,电压波动较大
EV000412,13,70.63,关注,63.09,84.34,100.0,37.33,29.71,33.34,7.8343,0.6309,容量保持率偏低；电压波动较大
EV000413,7,81.92,良好,75.63,100.0,100.0,52.23,29.36,33.64,5.9707,0.7563,电压波动较大
EV000414,16,63.08,关注,82.83,100.0,6.93,38.5,47.51,52.68,7.688,0.8283,存在高温记录；电压波动较大
EV000415,10,83.86,良好,100.0,100.0,100.0,19.29,29.82,35.25,10.0882,1.0194,电压波动较大
EV000416,14,75.12,良好,64.03,84.76,100.0,57.57,27.53,31.97,5.3038,0.6403,容量保持率偏低；电压波动较大
EV000417,13,70.66,关注,64.32,85.77,100.0,33.52,29.68,37.52,8.3102,0.6432,容量保持率偏低；电压波动较大
EV000418,16,71.69,关注,63.74,85.32,100.0,40.25,28.62,34.59,7.4682,0.6374,容量保持率偏低；电压波动较大
EV000419,15,85.57,良好,83.41,100.0,100.0,56.88,29.1,33.74,5.3904,0.8341,电压波动较大
EV000420,15,79.35,良好,77.51,100.0,100.0,36.1,28.99,33.37,7.9876,0.7751,电压波动较大
EV000421,9,79.54,良好,73.41,98.33,100.0,46.34,27.72,31.23,6.7078,0.7341,容量保持率偏低；电压波动较大
EV000422,18,60.4,关注,55.65,73.84,95.89,16.43,31.03,36.28,10.4465,0.5565,容量保持率偏低；电压波动较大；估算续航偏低
EV000423,16,53.1,高风险,61.85,82.35,18.75,35.58,46.37,50.25,8.0522,0.6185,容量保持率偏低；存在高温记录；电压波动较大
EV000424,13,81.68,良好,79.01,100.0,100.0,45.16,28.23,33.7,6.8551,0.7901,电压波动较大
EV000425,11,64.98,关注,64.05,85.34,100.0,6.13,29.98,35.16,11.7339,0.6405,容量保持率偏低；电压波动较大
EV000426,12,77.76,良好,72.27,95.52,100.0,42.9,28.57,31.31,7.1377,0.7227,容量保持率偏低；电压波动较大
EV000427,11,69.06,关注,70.18,93.06,100.0,6.15,29.03,33.39,11.7309,0.7018,容量保持率偏低；电压波动较大
EV000428,16,84.06,良好,85.5,100.0,100.0,45.65,28.11,33.84,6.7943,0.855,电压波动较大
EV000429,10,81.55,良好,82.29,100.0,100.0,38.74,27.78,32.12,7.6578,0.8229,电压波动较大
EV000430,7,68.51,关注,61.42,82.61,97.88,33.9,30.53,32.68,8.2625,0.6142,容量保持率偏低；电压波动较大
EV000431,11,62.97,关注,84.61,100.0,7.18,34.59,47.15,53.08,8.1769,0.8461,存在高温记录；电压波动较大
EV000432,15,87.57,良好,100.0,100.0,100.0,37.85,29.21,35.25,7.769,1.0183,电压波动较大
EV000433,15,82.41,良好,83.61,100.0,100.0,40.74,29.7,36.96,7.4079,0.8361,电压波动较大
EV000434,20,85.73,良好,100.0,100.0,100.0,28.67,29.52,35.03,8.9168,1.0194,电压波动较大
EV000435,9,93.0,健康,100.0,100.0,98.96,66.02,30.26,36.65,4.2477,1.0251,电压波动较大
EV000436,14,87.65,良好,100.0,100.0,98.59,39.67,30.35,35.19,7.5418,1.0101,电压波动较大
EV000437,15,61.37,关注,49.27,65.33,99.05,39.9,30.24,36.19,7.5131,0.4927,容量保持率偏低；电压波动较大；估算续航偏低
EV000438,20,71.3,关注,62.02,82.69,100.0,44.6,28.96,34.83,6.925,0.6202,容量保持率偏低；电压波动较大
EV000439,13,81.27,良好,82.06,100.0,100.0,37.72,29.66,34.35,7.7846,0.8206,电压波动较大
EV000440,10,80.01,良好,83.37,100.0,100.0,29.16,28.09,33.98,8.8549,0.8337,电压波动较大
EV000441,8,56.77,高风险,60.68,80.74,24.78,51.95,45.91,48.86,6.0066,0.6068,容量保持率偏低；存在高温记录；电压波动较大
EV000442,9,61.32,关注,54.8,73.77,100.0,18.48,28.68,37.75,10.1906,0.548,容量保持率偏低；电压波动较大；估算续航偏低
EV000443,13,69.28,关注,64.59,84.45,100.0,27.81,29.28,33.0,9.0235,0.6459,容量保持率偏低；电压波动较大
EV000444,12,74.69,关注,66.29,88.4,100.0,46.95,29.35,37.06,6.6309,0.6629,容量保持率偏低；电压波动较大
EV000445,13,74.79,关注,63.75,85.37,99.54,56.17,30.12,33.24,5.4793,0.6375,容量保持率偏低；电压波动较大
EV000446,11,85.96,良好,99.43,100.0,98.16,32.64,30.46,39.44,8.42,0.9943,电压波动较大
EV000447,5,73.51,关注,66.88,89.96,100.0,38.08,27.1,34.55,7.7398,0.6688,容量保持率偏低；电压波动较大
EV000448,13,91.51,健康,99.63,100.0,98.98,59.21,30.26,33.51,5.0989,0.9963,电压波动较大
EV000449,9,56.92,高风险,72.94,98.53,4.19,29.58,47.41,53.73,8.8022,0.7294,容量保持率偏低；存在高温记录；电压波动较大
