vehicle_id,temperature_c,voltage_v,remaining_capacity_kwh,estimated_range_km
WA-275122970,26,360.5,15.4,39.66
WA-275122970,31,360.7,16.0,41.2
WA-256698613,27,361.4,54.32,298.76
WA-256698613,32,360.0,56.41,310.25
WA-256698613,37,360.2,58.5,321.74
WA-256698613,42,360.4,60.59,333.23
WA-288268921,38,361.1,37.55,206.56
WA-288268921,43,361.3,38.88,213.85
WA-288268921,29,361.5,40.2,221.14
WA-288268921,34,360.1,41.53,228.43
WA-179454957,30,360.8,18.4,44.42
WA-179454957,35,361.0,19.0,45.87
WA-179454957,40,361.2,15.6,37.66
WA-179454957,26,361.4,16.2,39.11
WA-8004671,41,360.5,48.55,266.99
WA-8004671,27,360.7,50.39,277.13
WA-8004671,32,360.9,52.23,287.27
WA-8004671,37,361.1,54.08,297.4
WA-2317661,33,360.2,66.93,368.15
WA-2317661,38,360.4,69.27,380.99
WA-2317661,43,360.6,71.6,393.83
WA-2317661,29,360.8,73.94,406.68
WA-227525203,25,361.5,18.6,34.42
WA-227525203,30,360.1,15.2,28.13
WA-227525203,35,360.3,15.8,29.24
WA-227525203,40,360.5,16.4,30.35
WA-195123932,36,361.2,21.77,119.74
WA-195123932,41,361.4,22.58,124.23
WA-195123932,27,360.0,23.4,128.72
WA-195123932,32,360.2,24.22,133.21
WA-3661675,28,360.9,78.4,431.24
WA-3661675,33,361.1,81.11,446.11
WA-3661675,38,361.3,83.81,460.98
WA-3661675,43,361.5,68.49,376.72
WA-138313241,39,360.6,71.24,391.81
WA-138313241,25,360.8,58.36,320.95
WA-138313241,30,361.0,60.63,333.46
WA-138313241,35,361.2,62.91,345.96
WA-265714445,31,360.3,47.4,260.71
WA-265714445,36,360.5,49.16,270.37
WA-265714445,41,360.7,50.91,280.03
WA-265714445,27,360.9,52.67,289.68
WA-297378315,42,360.0,55.36,304.49
WA-297378315,28,360.2,57.25,314.87
WA-297378315,33,360.4,59.14,325.25
WA-297378315,38,360.6,48.44,266.43
WA-127490086,34,361.3,19.0,48.92
WA-127490086,39,361.5,15.6,40.17
WA-127490086,25,360.1,16.2,41.72
WA-127490086,30,360.3,16.8,43.26
WA-442670168,26,361.0,36.23,199.27
WA-442670168,31,361.2,37.55,206.56
WA-442670168,36,361.4,38.88,213.85
WA-442670168,41,360.0,40.2,221.14
WA-251291386,37,360.7,83.86,461.21
WA-251291386,42,360.9,86.68,476.75
WA-251291386,28,361.1,89.51,492.3
WA-251291386,33,361.3,73.49,404.2
WA-148838140,29,360.4,16.68,91.73
WA-148838140,34,360.6,17.34,95.35
WA-148838140,39,360.8,18.0,98.97
WA-148838140,25,361.0,18.66,102.59
WA-261987589,40,360.1,62.91,345.96
WA-261987589,26,360.3,65.18,358.47
WA-261987589,31,360.5,67.45,370.97
WA-261987589,36,360.7,69.73,383.47
WA-251454745,32,361.4,56.62,311.41
WA-251454745,37,360.0,58.51,321.79
WA-251454745,42,360.2,47.81,262.97
WA-251454745,28,360.4,49.7,273.35
WA-172819517,43,361.1,15.4,30.98
WA-172819517,29,361.3,16.0,32.18
WA-172819517,34,361.5,16.6,33.39
WA-172819517,39,360.1,17.2,34.6
WA-204216344,35,360.8,52.84,290.65
WA-204216344,40,361.0,54.73,301.03
WA-204216344,26,361.2,56.62,311.41
WA-204216344,31,361.4,58.51,321.79
WA-233665736,27,360.5,58.58,322.19
WA-233665736,32,360.7,60.51,332.81
WA-233665736,37,360.9,49.56,272.62
WA-233665736,42,361.1,51.5,283.24
WA-271763922,38,360.2,15.6,42.68
WA-271763922,43,360.4,16.2,44.32
WA-271763922,29,360.6,16.8,45.96
WA-271763922,34,360.8,17.4,47.61
WA-236648275,30,361.5,20.89,114.9
WA-236648275,35,360.1,21.63,118.96
WA-236648275,40,360.3,22.37,123.01
WA-236648275,26,360.5,23.11,127.07
WA-153892448,41,361.2,78.34,430.85
WA-153892448,27,361.4,80.89,444.9
WA-153892448,32,360.0,66.42,365.29
WA-153892448,37,360.2,68.97,379.34
WA-220561386,33,360.9,67.73,372.52
WA-220561386,38,361.1,70.3,386.66
WA-220561386,43,361.3,72.87,400.81
WA-220561386,29,361.5,75.44,414.96
WA-236222892,25,360.6,55.36,304.48
WA-236222892,30,360.8,57.29,315.1
WA-236222892,35,361.0,59.22,325.73
WA-236222892,40,361.2,61.15,336.35
WA-273908883,36,360.3,18.6,34.42
WA-273908883,41,360.5,15.2,28.13
WA-273908883,27,360.7,15.8,29.24
WA-273908883,32,360.9,16.4,30.35
WA-249805902,28,360.0,75.38,414.57
WA-249805902,33,360.2,78.2,430.11
WA-249805902,38,360.4,81.03,445.66
WA-249805902,43,360.6,83.86,461.21
WA-478713336,39,361.3,60.84,334.63
WA-478713336,25,361.5,62.94,346.17
WA-478713336,30,360.1,65.03,357.71
WA-478713336,35,360.3,53.15,292.32
WA-230289853,31,361.0,25.58,140.69
WA-230289853,36,361.2,20.95,115.25
WA-230289853,41,361.4,21.77,119.74
WA-230289853,27,360.0,22.58,124.23
WA-188128825,42,360.7,17.78,97.77
WA-188128825,28,360.9,18.44,101.39
WA-188128825,33,361.1,19.1,105.01
WA-188128825,38,361.3,19.75,108.63
WA-267355553,34,360.4,17.6,42.49
WA-267355553,39,360.6,18.2,43.93
WA-267355553,25,360.8,18.8,45.38
WA-267355553,30,361.0,15.4,37.18
WA-208518453,26,360.1,22.51,123.84
WA-208518453,31,360.3,18.49,101.68
WA-208518453,36,360.5,19.2,105.59
WA-208518453,41,360.7,19.91,109.5
WA-121817706,37,361.4,69.82,384.02
WA-121817706,42,360.0,72.38,398.07
WA-121817706,28,360.2,74.93,412.12
WA-121817706,33,360.4,77.49,426.17
WA-126065327,29,361.1,21.88,120.31
WA-126065327,34,361.3,22.61,124.37
WA-126065327,39,361.5,23.35,128.42
WA-126065327,25,360.1,19.17,105.44
