charge_id,vehicle_id,station_id,start_time,charge_duration_min,start_soc_percent,end_soc_percent,average_power_kw,max_temperature_c,charging_status
CHG0000531,EV000226,ST002,2025-04-08T06:00:00Z,53.5,29.0,89.15,45.68,35.23,completed
CHG0000532,EV000348,ST002,2025-04-08T09:00:00Z,59.2,21.26,88.36,55.23,39.73,completed
CHG0000533,EV000215,ST001,2025-04-08T12:00:00Z,55.8,17.55,82.61,58.04,44.19,completed
CHG0000534,EV000230,ST001,2025-04-08T15:00:00Z,81.8,39.02,97.1,62.92,40.23,completed
CHG0000535,EV000215,ST003,2025-04-08T18:00:00Z,39.0,40.73,94.33,60.9,37.91,completed
CHG0000536,EV000137,ST003,2025-04-08T21:00:00Z,57.9,43.14,92.03,49.58,51.68,completed
CHG0000537,EV000232,ST002,2025-04-09T00:00:00Z,32.6,33.26,72.85,58.93,38.88,completed
CHG0000538,EV000322,ST001,2025-04-09T03:00:00Z,106.2,13.98,80.55,58.59,34.97,completed
CHG0000539,EV000425,ST001,2025-04-09T06:00:00Z,43.3,33.57,76.94,61.94,36.63,completed
CHG0000540,EV000115,ST004,2025-04-09T09:00:00Z,28.9,26.23,82.41,56.63,37.07,completed
CHG0000541,EV000174,ST001,2025-04-09T12:00:00Z,42.7,32.87,78.37,40.66,41.02,completed
CHG0000542,EV000494,ST001,2025-04-09T15:00:00Z,49.1,34.61,87.23,55.73,49.45,completed
CHG0000543,EV000006,ST001,2025-04-09T18:00:00Z,57.8,11.01,72.34,53.32,34.24,completed
CHG0000544,EV000256,ST001,2025-04-09T21:00:00Z,55.0,27.75,73.54,61.28,35.51,completed
CHG0000545,EV000499,ST003,2025-04-10T00:00:00Z,49.2,33.13,73.44,47.83,40.94,completed
CHG0000546,EV000161,ST003,2025-04-10T03:00:00Z,62.4,37.3,91.8,65.03,33.36,completed
CHG0000547,EV000329,ST004,2025-04-10T06:00:00Z,83.5,28.95,80.35,54.46,42.48,completed
CHG0000548,EV000249,ST002,2025-04-10T09:00:00Z,52.6,23.38,80.42,81.97,36.2,completed
CHG0000549,EV000136,ST001,2025-04-10T12:00:00Z,53.1,22.67,95.51,49.08,48.73,completed
CHG0000550,EV000005,ST003,2025-04-10T15:00:00Z,61.2,32.95,85.1,69.36,39.81,completed
CHG0000551,EV000395,ST004,2025-04-10T18:00:00Z,52.9,37.62,77.49,54.15,50.51,completed
CHG0000552,EV000380,ST003,2025-04-10T21:00:00Z,47.7,23.18,80.15,62.08,42.56,completed
CHG0000553,EV000028,ST002,2025-04-11T00:00:00Z,39.6,37.81,85.35,59.23,33.53,completed
CHG0000554,EV000148,ST004,2025-04-11T03:00:00Z,55.9,30.25,87.02,61.02,37.95,completed
CHG0000555,EV000297,ST001,2025-04-11T06:00:00Z,64.0,12.6,77.82,37.71,42.08,completed
CHG0000556,EV000037,ST002,2025-04-11T09:00:00Z,35.6,11.34,89.9,62.85,29.73,completed
CHG0000557,EV000090,ST002,2025-04-11T12:00:00Z,118.3,39.35,78.95,32.75,36.2,completed
CHG0000558,EV000098,ST003,2025-04-11T15:00:00Z,113.1,44.29,97.46,38.97,42.65,completed
CHG0000559,EV000145,ST001,2025-04-11T18:00:00Z,41.6,13.81,81.08,56.94,35.29,completed
CHG0000560,EV000017,ST004,2025-04-11T21:00:00Z,47.6,20.92,86.78,58.14,37.52,completed
CHG0000561,EV000200,ST004,2025-04-12T00:00:00Z,32.6,39.12,87.84,41.15,32.22,completed
CHG0000562,EV000354,ST001,2025-04-12T03:00:00Z,59.8,12.17,83.68,47.11,36.98,completed
CHG0000563,EV000284,ST002,2025-04-12T06:00:00Z,57.7,33.3,83.51,52.81,46.25,completed
CHG0000564,EV000118,ST004,2025-04-12T09:00:00Z,49.4,32.08,75.64,52.6,31.95,completed
CHG0000565,EV000112,ST003,2025-04-12T12:00:00Z,50.5,17.4,95.04,38.88,38.3,completed
CHG0000566,EV000245,ST004,2025-04-12T15:00:00Z,46.3,39.85,81.86,42.26,42.36,completed
CHG0000567,EV000284,ST003,2025-04-12T18:00:00Z,51.8,19.46,84.09,59.4,49.76,completed
CHG0000568,EV000325,ST001,2025-04-12T21:00:00Z,45.1,33.59,96.88,43.22,40.39,completed
CHG0000569,EV000185,ST001,2025-04-13T00:00:00Z,48.0,43.88,80.91,68.61,42.23,completed
CHG0000570,EV000370,ST003,2025-04-13T03:00:00Z,44.8,36.87,77.11,39.84,40.34,completed
CHG0000571,EV000276,ST003,2025-04-13T06:00:00Z,60.3,31.17,92.02,62.53,42.45,completed
CHG0000572,EV000085,ST003,2025-04-13T09:00:00Z,37.5,22.76,94.81,55.09,39.05,completed
CHG0000573,EV000039,ST003,2025-04-13T12:00:00Z,78.9,44.56,80.39,54.13,40.04,completed
CHG0000574,EV000303,ST001,2025-04-13T15:00:00Z,47.3,25.26,93.3,55.32,46.79,completed
CHG0000575,EV000362,ST001,2025-04-13T18:00:00Z,42.5,10.39,80.71,56.53,30.82,completed
CHG0000576,EV000374,ST004,2025-04-13T21:00:00Z,53.6,26.04,85.02,40.51,38.38,completed
CHG0000577,EV000485,ST001,2025-04-14T00:00:00Z,47.2,25.15,94.01,54.31,34.58,completed
CHG0000578,EV000097,ST003,2025-04-14T03:00:00Z,47.4,37.77,81.49,67.46,37.22,completed
CHG0000579,EV000335,ST002,2025-04-14T06:00:00Z,37.6,44.63,84.64,52.87,49.24,completed
CHG0000580,EV000187,ST004,2025-04-14T09:00:00Z,36.5,37.46,74.43,64.78,39.22,completed
CHG0000581,EV000282,ST003,2025-04-14T12:00:00Z,45.8,17.17,78.15,61.81,38.53,completed
CHG0000582,EV000406,ST003,2025-04-14T15:00:00Z,47.4,42.07,76.85,69.39,49.38,completed
CHG0000583,EV000166,ST003,2025-04-14T18:00:00Z,48.5,40.51,78.66,57.81,34.43,completed
CHG0000584,EV000372,ST002,2025-04-14T21:00:00Z,52.8,43.42,82.04,56.86,39.17,completed
CHG0000585,EV000124,ST003,2025-04-15T00:00:00Z,44.2,14.32,92.72,47.9,35.38,completed
CHG0000586,EV000044,ST003,2025-04-15T03:00:00Z,40.4,32.63,92.94,77.1,53.25,completed
CHG0000587,EV000053,ST003,2025-04-15T06:00:00Z,40.6,19.25,73.25,59.04,36.71,completed
CHG0000588,EV000484,ST004,2025-04-15T09:00:00Z,47.6,32.06,77.26,43.84,32.63,completed
CHG0000589,EV000494,ST003,2025-04-15T12:00:00Z,43.7,17.95,77.51,44.7,53.4,completed
CHG0000590,EV000061,ST004,2025-04-15T15:00:00Z,52.6,15.96,90.82,68.64,41.78,completed
CHG0000591,EV000260,ST003,2025-04-15T18:00:00Z,53.0,19.31,75.38,43.09,46.48,completed
CHG0000592,EV000130,ST003,2025-04-15T21:00:00Z,37.8,27.48,85.28,43.37,40.58,completed
CHG0000593,EV000229,ST002,2025-04-16T00:00:00Z,48.7,39.68,92.49,68.8,39.34,completed
CHG0000594,EV000287,ST003,2025-04-16T03:00:00Z,43.4,20.47,95.38,65.81,33.62,completed
CHG0000595,EV000140,ST004,2025-04-16T06:00:00Z,49.2,28.57,87.25,45.74,54.87,completed
CHG0000596,EV000032,ST004,2025-04-16T09:00:00Z,71.1,30.88,92.74,58.41,45.51,completed
CHG0000597,EV000266,ST001,2025-04-16T12:00:00Z,40.2,22.87,92.31,51.35,37.66,completed
CHG0000598,EV000089,ST004,2025-04-16T15:00:00Z,51.6,34.41,73.65,55.86,45.32,completed
CHG0000599,EV000492,ST002,2025-04-16T18:00:00Z,38.4,36.02,79.36,48.16,44.99,completed
CHG0000600,EV000498,ST004,2025-04-16T21:00:00Z,51.5,33.56,75.09,58.1,35.56,completed
CHG0000601,EV000339,ST003,2025-04-17T00:00:00Z,51.7,20.75,88.6,61.9,37.71,completed
CHG0000602,EV000312,ST001,2025-04-17T03:00:00Z,110.8,27.02,81.95,54.6,37.33,completed
CHG0000603,EV000465,ST003,2025-04-17T06:00:00Z,60.4,33.37,84.9,66.03,33.31,completed
CHG0000604,EV000367,ST002,2025-04-17T09:00:00Z,101.2,10.32,79.5,52.08,32.41,completed
CHG0000605,EV000323,ST001,2025-04-17T12:00:00Z,50.6,43.9,91.79,48.52,42.33,completed
CHG0000606,EV000006,ST002,2025-04-17T15:00:00Z,35.7,13.78,77.74,61.54,35.47,completed
CHG0000607,EV000308,ST003,2025-04-17T18:00:00Z,43.0,29.05,91.28,51.0,39.31,completed
CHG0000608,EV000199,ST003,2025-04-17T21:00:00Z,58.0,35.57,91.52,37.44,39.82,completed
CHG0000609,EV000294,ST004,2025-04-18T00:00:00Z,34.2,14.55,91.02,46.86,42.13,completed
CHG0000610,EV000156,ST004,2025-04-18T03:00:00Z,36.3,12.59,90.88,48.68,35.99,completed
CHG0000611,EV000444,ST001,2025-04-18T06:00:00Z,46.4,21.36,86.33,32.37,36.08,completed
CHG0000612,EV000346,ST003,2025-04-18T09:00:00Z,56.8,26.93,79.08,61.36,33.75,completed
CHG0000613,EV000131,ST001,2025-04-18T12:00:00Z,45.5,43.31,90.19,66.7,44.19,completed
CHG0000614,EV000386,ST003,2025-04-18T15:00:00Z,39.7,24.99,73.34,62.44,39.2,completed
CHG0000615,EV000147,ST002,2025-04-18T18:00:00Z,32.3,20.89,80.31,50.85,33.64,completed
CHG0000616,EV000221,ST004,2025-04-18T21:00:00Z,41.5,38.72,91.33,68.75,38.89,completed
CHG0000617,EV000154,ST002,2025-04-19T00:00:00Z,39.8,42.21,80.81,47.83,37.03,completed
CHG0000618,EV000241,ST004,2025-04-19T03:00:00Z,44.7,25.2,80.52,65.13,32.57,completed
CHG0000619,EV000355,ST002,2025-04-19T06:00:00Z,56.7,41.95,92.2,44.02,33.44,completed
CHG0000620,EV000148,ST003,2025-04-19T09:00:00Z,48.0,38.18,77.93,62.61,29.96,completed
CHG0000621,EV000085,ST004,2025-04-19T12:00:00Z,35.8,18.37,76.5,55.96,35.39,completed
CHG0000622,EV000249,ST001,2025-04-19T15:00:00Z,55.8,10.95,84.22,58.95,39.22,completed
CHG0000623,EV000131,ST003,2025-04-19T18:00:00Z,34.7,15.55,79.14,50.78,37.52,completed
CHG0000624,EV000045,ST002,2025-04-19T21:00:00Z,45.3,28.88,70.84,44.5,37.41,completed
CHG0000625,EV000233,ST002,2025-04-20T00:00:00Z,98.6,26.95,83.29,44.67,37.49,completed
CHG0000626,EV000290,ST003,2025-04-20T03:00:00Z,50.1,18.86,76.85,52.75,39.75,completed
CHG0000627,EV000428,ST001,2025-04-20T06:00:00Z,40.9,12.64,76.4,50.05,38.48,completed
CHG0000628,EV000432,ST001,2025-04-20T09:00:00Z,50.0,11.11,74.31,58.47,28.4,completed
CHG0000629,EV000415,ST004,2025-04-20T12:00:00Z,48.3,22.24,95.66,61.31,37.76,completed
CHG0000630,EV000362,ST002,2025-04-20T15:00:00Z,44.6,31.94,82.89,58.0,42.88,completed
CHG0000631,EV000062,ST004,2025-04-20T18:00:00Z,57.9,12.84,89.27,50.93,34.51,completed
CHG0000632,EV000077,ST004,2025-04-20T21:00:00Z,46.1,32.92,90.36,65.69,35.67,completed
CHG0000633,EV000160,ST004,2025-04-21T00:00:00Z,57.4,23.21,93.71,54.52,26.64,completed
CHG0000634,EV000113,ST004,2025-04-21T03:00:00Z,42.0,12.18,82.71,67.45,45.36,completed
CHG0000635,EV000049,ST001,2025-04-21T06:00:00Z,41.7,44.07,71.98,39.43,41.13,completed
CHG0000636,EV000094,ST004,2025-04-21T09:00:00Z,52.4,30.09,88.93,70.7,37.55,completed
CHG0000637,EV000136,ST001,2025-04-21T12:00:00Z,54.9,19.77,97.73,34.52,46.74,completed
CHG0000638,EV000266,ST003,2025-04-21T15:00:00Z,63.9,23.94,90.56,67.25,38.77,completed
CHG0000639,EV000427,ST002,2025-04-21T18:00:00Z,43.6,27.93,96.56,61.65,31.86,completed
CHG0000640,EV000242,ST004,2025-04-21T21:00:00Z,49.4,43.0,80.65,64.29,35.54,completed
CHG0000641,EV000082,ST003,2025-04-22T00:00:00Z,56.2,14.22,75.11,49.94,50.38,completed
CHG0000642,EV000473,ST003,2025-04-22T03:00:00Z,51.4,26.58,91.32,57.14,38.2,completed
CHG0000643,EV000465,ST001,2025-04-22T06:00:00Z,51.2,19.5,84.43,57.84,40.14,completed
CHG0000644,EV000134,ST004,2025-04-22T09:00:00Z,81.3,44.02,80.25,60.17,41.4,completed
CHG0000645,EV000036,ST002,2025-04-22T12:00:00Z,58.4,35.11,79.18,54.13,38.09,completed
CHG0000646,EV000257,ST003,2025-04-22T15:00:00Z,64.0,17.44,70.19,43.88,35.04,completed
CHG0000647,EV000457,ST001,2025-04-22T18:00:00Z,110.3,20.94,93.16,58.26,39.48,completed
CHG0000648,EV000488,ST004,2025-04-22T21:00:00Z,50.5,38.23,84.4,48.47,36.94,completed
CHG0000649,EV000044,ST002,2025-04-23T00:00:00Z,41.4,27.56,87.01,59.63,49.74,completed
CHG0000650,EV000159,ST001,2025-04-23T03:00:00Z,56.1,35.38,76.81,56.38,41.8,completed
CHG0000651,EV000381,ST002,2025-04-23T06:00:00Z,54.8,40.36,81.97,54.53,37.8,completed
CHG0000652,EV000183,ST002,2025-04-23T09:00:00Z,114.2,38.3,93.66,61.45,43.76,completed
CHG0000653,EV000088,ST004,2025-04-23T12:00:00Z,38.2,14.35,91.87,57.12,44.06,completed
CHG0000654,EV000313,ST002,2025-04-23T15:00:00Z,64.6,30.96,87.98,52.36,37.18,completed
CHG0000655,EV000477,ST004,2025-04-23T18:00:00Z,75.3,39.97,77.66,57.78,40.14,completed
CHG0000656,EV000490,ST004,2025-04-23T21:00:00Z,46.1,40.64,79.48,64.66,36.17,completed
CHG0000657,EV000182,ST001,2025-04-24T00:00:00Z,51.9,35.08,74.23,47.28,50.58,completed
CHG0000658,EV000171,ST003,2025-04-24T03:00:00Z,40.6,14.3,79.9,68.37,37.25,completed
CHG0000659,EV000411,ST001,2025-04-24T06:00:00Z,59.1,11.09,88.76,63.74,36.69,completed
CHG0000660,EV000145,ST003,2025-04-24T09:00:00Z,40.9,43.55,74.52,46.1,31.82,completed
CHG0000661,EV000474,ST001,2025-04-24T12:00:00Z,104.3,43.17,75.91,59.08,43.76,completed
CHG0000662,EV000034,ST002,2025-04-24T15:00:00Z,47.1,13.92,75.52,66.61,52.28,completed
CHG0000663,EV000275,ST003,2025-04-24T18:00:00Z,43.7,36.18,90.39,52.51,41.75,completed
CHG0000664,EV000313,ST003,2025-04-24T21:00:00Z,46.9,33.09,92.16,51.13,28.02,completed
CHG0000665,EV000436,ST002,2025-04-25T00:00:00Z,42.5,36.91,96.17,67.06,40.54,completed
CHG0000666,EV000208,ST004,2025-04-25T03:00:00Z,45.6,17.07,71.07,60.92,33.62,completed
CHG0000667,EV000354,ST003,2025-04-25T06:00:00Z,43.7,26.92,90.55,56.34,35.57,completed
CHG0000668,EV000257,ST003,2025-04-25T09:00:00Z,63.2,43.64,81.54,58.49,32.78,completed
CHG0000669,EV000498,ST003,2025-04-25T12:00:00Z,51.7,41.72,95.56,59.44,39.63,completed
CHG0000670,EV000364,ST004,2025-04-25T15:00:00Z,45.1,25.58,88.48,53.0,35.93,completed
CHG0000671,EV000333,ST002,2025-04-25T18:00:00Z,42.8,42.57,97.11,50.05,46.15,completed
CHG0000672,EV000031,ST001,2025-04-25T21:00:00Z,53.3,14.32,91.04,48.83,38.49,completed
CHG0000673,EV000325,ST004,2025-04-26T00:00:00Z,42.8,14.07,75.55,61.51,35.09,completed
CHG0000674,EV000077,ST002,2025-04-26T03:00:00Z,51.5,33.9,86.42,52.62,37.6,completed
CHG0000675,EV000017,ST002,2025-04-26T06:00:00Z,50.2,10.31,70.69,67.62,37.65,completed
CHG0000676,EV000146,ST004,2025-04-26T09:00:00Z,39.7,11.6,96.96,53.66,34.48,completed
CHG0000677,EV000234,ST002,2025-04-26T12:00:00Z,55.3,30.38,70.34,52.87,39.39,completed
CHG0000678,EV000366,ST003,2025-04-26T15:00:00Z,35.8,44.28,97.55,38.39,38.37,completed
CHG0000679,EV000458,ST003,2025-04-26T18:00:00Z,46.0,34.39,94.05,56.12,39.93,completed
CHG0000680,EV000164,ST003,2025-04-26T21:00:00Z,21.5,24.11,82.91,58.73,39.2,completed
CHG0000681,EV000464,ST004,2025-04-27T00:00:00Z,55.3,13.58,81.53,59.17,42.51,completed
CHG0000682,EV000193,ST003,2025-04-27T03:00:00Z,39.8,41.08,94.38,64.81,42.8,completed
CHG0000683,EV000184,ST002,2025-04-27T06:00:00Z,45.2,41.41,83.58,77.39,35.92,completed
CHG0000684,EV000183,ST003,2025-04-27T09:00:00Z,96.9,32.37,91.36,57.14,42.38,completed
CHG0000685,EV000484,ST002,2025-04-27T12:00:00Z,33.9,24.37,96.14,47.24,40.93,completed
CHG0000686,EV000088,ST002,2025-04-27T15:00:00Z,48.2,42.48,80.64,40.52,50.17,completed
CHG0000687,EV000482,ST004,2025-04-27T18:00:00Z,48.1,27.32,74.6,74.41,39.1,completed
CHG0000688,EV000063,ST004,2025-04-27T21:00:00Z,44.6,40.28,93.16,43.87,45.14,completed
CHG0000689,EV000480,ST003,2025-04-28T00:00:00Z,86.1,34.23,71.63,42.62,40.51,completed
CHG0000690,EV000022,ST002,2025-04-28T03:00:00Z,51.8,28.95,88.17,52.81,43.16,completed
CHG0000691,EV000295,ST001,2025-04-28T06:00:00Z,55.8,11.23,97.31,41.04,32.12,completed
CHG0000692,EV000281,ST003,2025-04-28T09:00:00Z,40.2,13.66,73.47,40.82,38.34,completed
CHG0000693,EV000185,ST001,2025-04-28T12:00:00Z,52.7,20.72,77.68,72.12,39.73,completed
CHG0000694,EV000256,ST003,2025-04-28T15:00:00Z,27.2,26.23,70.44,67.76,37.53,completed
CHG0000695,EV000010,ST003,2025-04-28T18:00:00Z,49.6,31.65,73.71,49.32,38.17,completed
CHG0000696,EV000328,ST002,2025-04-28T21:00:00Z,47.3,14.74,81.51,39.42,34.23,completed
CHG0000697,EV000407,ST002,2025-04-29T00:00:00Z,46.3,38.15,76.7,55.25,36.16,completed
CHG0000698,EV000435,ST001,2025-04-29T03:00:00Z,29.7,40.69,76.02,58.85,32.17,completed
CHG0000699,EV000079,ST002,2025-04-29T06:00:00Z,55.0,25.25,88.79,55.7,35.47,completed
CHG0000700,EV000412,ST001,2025-04-29T09:00:00Z,103.5,44.5,90.86,35.11,40.82,completed
CHG0000701,EV000281,ST004,2025-04-29T12:00:00Z,37.7,31.83,79.1,56.63,36.57,completed
CHG0000702,EV000305,ST003,2025-04-29T15:00:00Z,46.2,19.89,70.53,58.94,34.2,completed
CHG0000703,EV000426,ST003,2025-04-29T18:00:00Z,44.7,41.21,86.72,41.41,40.37,completed
CHG0000704,EV000074,ST002,2025-04-29T21:00:00Z,39.6,19.35,97.39,61.03,37.96,completed
CHG0000705,EV000222,ST002,2025-04-30T00:00:00Z,47.7,21.22,92.84,52.46,40.5,completed
CHG0000706,EV000103,ST002,2025-04-30T03:00:00Z,52.9,26.97,74.91,61.4,50.33,completed
CHG0000707,EV000171,ST003,2025-04-30T06:00:00Z,40.0,32.07,71.47,75.66,39.45,completed
CHG0000708,EV000370,ST002,2025-04-30T09:00:00Z,36.6,24.12,71.27,49.49,42.73,completed
CHG0000709,EV000127,ST003,2025-04-30T12:00:00Z,58.9,10.44,87.92,56.98,52.81,completed
CHG0000710,EV000005,ST004,2025-04-30T15:00:00Z,53.1,42.7,87.7,65.43,46.99,completed
CHG0000711,EV000287,ST002,2025-04-30T18:00:00Z,45.5,24.36,95.8,54.96,33.46,completed
CHG0000712,EV000372,ST001,2025-04-30T21:00:00Z,64.7,40.63,86.41,51.54,37.62,completed
CHG0000713,EV000116,ST002,2025-05-01T00:00:00Z,50.2,36.6,83.24,42.5,34.64,completed
CHG0000714,EV000487,ST003,2025-05-01T03:00:00Z,54.5,34.96,77.01,47.22,36.62,completed
CHG0000715,EV000266,ST001,2025-05-01T06:00:00Z,43.0,28.21,82.69,48.01,31.73,completed
CHG0000716,EV000364,ST001,2025-05-01T09:00:00Z,44.6,42.25,73.07,54.35,42.78,completed
CHG0000717,EV000449,ST001,2025-05-01T12:00:00Z,61.6,11.44,97.94,31.72,48.33,completed
CHG0000718,EV000207,ST002,2025-05-01T15:00:00Z,53.7,25.92,82.56,63.0,34.47,completed
CHG0000719,EV000411,ST001,2025-05-01T18:00:00Z,40.0,27.91,89.92,34.9,32.67,completed
CHG0000720,EV000403,ST002,2025-05-01T21:00:00Z,39.2,24.49,78.48,64.66,38.41,completed
CHG0000721,EV000085,ST002,2025-05-02T00:00:00Z,54.4,14.45,77.72,45.45,43.01,completed
CHG0000722,EV000236,ST001,2025-05-02T03:00:00Z,56.6,24.22,71.2,53.58,35.85,completed
CHG0000723,EV000394,ST001,2025-05-02T06:00:00Z,38.1,25.13,92.0,53.24,38.13,completed
CHG0000724,EV000208,ST003,2025-05-02T09:00:00Z,34.8,20.12,79.19,50.59,42.47,completed
CHG0000725,EV000424,ST004,2025-05-02T12:00:00Z,37.5,16.75,77.44,50.86,38.08,completed
CHG0000726,EV000416,ST002,2025-05-02T15:00:00Z,61.1,25.26,94.76,49.75,35.09,completed
CHG0000727,EV000322,ST004,2025-05-02T18:00:00Z,102.8,20.58,78.6,62.01,37.4,completed
CHG0000728,EV000478,ST003,2025-05-02T21:00:00Z,72.3,31.17,72.06,60.85,35.24,completed
CHG0000729,EV000453,ST002,2025-05-03T00:00:00Z,59.3,36.99,91.1,29.04,32.81,completed
CHG0000730,EV000447,ST003,2025-05-03T03:00:00Z,38.6,12.58,89.87,51.1,41.14,completed
CHG0000731,EV000069,ST001,2025-05-03T06:00:00Z,55.4,13.55,78.54,65.81,41.37,completed
CHG0000732,EV000340,ST001,2025-05-03T09:00:00Z,51.1,42.12,73.57,67.03,41.48,completed
CHG0000733,EV000101,ST002,2025-05-03T12:00:00Z,45.0,29.94,83.1,68.02,45.1,completed
CHG0000734,EV000438,ST003,2025-05-03T15:00:00Z,49.0,41.33,79.45,56.41,39.16,completed
CHG0000735,EV000271,ST004,2025-05-03T18:00:00Z,43.8,30.74,80.96,50.52,39.34,completed
CHG0000736,EV000381,ST001,2025-05-03T21:00:00Z,46.6,31.98,79.58,53.28,40.45,completed
CHG0000737,EV000254,ST004,2025-05-04T00:00:00Z,97.8,29.17,85.42,52.79,36.31,completed
CHG0000738,EV000163,ST001,2025-05-04T03:00:00Z,47.2,29.05,85.79,54.55,43.79,completed
CHG0000739,EV000160,ST004,2025-05-04T06:00:00Z,30.6,21.4,85.52,48.59,32.97,completed
CHG0000740,EV000241,ST001,2025-05-04T09:00:00Z,55.0,24.15,97.65,52.4,30.63,completed
CHG0000741,EV000189,ST004,2025-05-04T12:00:00Z,43.1,16.23,96.28,64.81,51.11,completed
CHG0000742,EV000495,ST004,2025-05-04T15:00:00Z,87.6,44.91,76.72,48.33,39.68,completed
CHG0000743,EV000117,ST004,2025-05-04T18:00:00Z,62.7,17.98,77.92,57.74,34.73,completed
CHG0000744,EV000487,ST004,2025-05-04T21:00:00Z,49.3,15.11,93.44,60.5,41.31,completed
CHG0000745,EV000078,ST001,2025-05-05T00:00:00Z,41.8,13.22,95.73,44.76,35.65,completed
CHG0000746,EV000483,ST001,2025-05-05T03:00:00Z,41.4,28.47,90.37,46.33,35.7,completed
CHG0000747,EV000236,ST003,2025-05-05T06:00:00Z,45.8,25.14,78.42,59.1,37.68,completed
CHG0000748,EV000248,ST001,2025-05-05T09:00:00Z,53.0,31.44,95.01,61.52,33.38,completed
CHG0000749,EV000093,ST003,2025-05-05T12:00:00Z,54.9,42.47,73.78,60.15,38.35,completed
CHG0000750,EV000263,ST004,2025-05-05T15:00:00Z,59.8,38.8,87.01,39.42,34.75,completed
CHG0000751,EV000443,ST001,2025-05-05T18:00:00Z,53.5,22.73,75.04,71.31,37.73,completed
CHG0000752,EV000280,ST003,2025-05-05T21:00:00Z,59.1,36.85,76.03,56.81,37.61,completed
CHG0000753,EV000457,ST004,2025-05-06T00:00:00Z,77.3,44.25,71.34,69.5,40.39,completed
CHG0000754,EV000117,ST001,2025-05-06T03:00:00Z,43.6,27.36,82.26,60.3,36.1,completed
CHG0000755,EV000181,ST002,2025-05-06T06:00:00Z,52.6,16.22,86.39,60.36,53.18,completed
CHG0000756,EV000098,ST002,2025-05-06T09:00:00Z,93.4,44.58,76.86,38.81,35.19,completed
CHG0000757,EV000301,ST001,2025-05-06T12:00:00Z,48.1,22.51,87.09,57.32,38.43,completed
CHG0000758,EV000387,ST001,2025-05-06T15:00:00Z,47.2,43.25,87.47,63.84,38.87,completed
CHG0000759,EV000404,ST002,2025-05-06T18:00:00Z,54.4,14.74,95.59,60.69,39.11,completed
CHG0000760,EV000032,ST003,2025-05-06T21:00:00Z,96.6,34.5,86.51,64.18,29.92,completed
CHG0000761,EV000253,ST004,2025-05-07T00:00:00Z,50.4,33.89,88.08,64.17,29.92,completed
CHG0000762,EV000363,ST004,2025-05-07T03:00:00Z,54.5,29.75,96.88,50.67,29.16,completed
CHG0000763,EV000248,ST003,2025-05-07T06:00:00Z,28.4,34.96,85.19,57.99,38.67,completed
CHG0000764,EV000365,ST002,2025-05-07T09:00:00Z,64.4,23.02,71.15,76.22,41.35,completed
CHG0000765,EV000318,ST003,2025-05-07T12:00:00Z,55.2,39.63,92.25,56.03,37.65,completed
CHG0000766,EV000357,ST003,2025-05-07T15:00:00Z,54.7,39.76,83.89,50.89,32.12,completed
CHG0000767,EV000112,ST001,2025-05-07T18:00:00Z,52.5,25.42,74.52,59.01,39.7,completed
CHG0000768,EV000305,ST002,2025-05-07T21:00:00Z,49.3,27.02,96.42,57.32,40.72,completed
CHG0000769,EV000097,ST004,2025-05-08T00:00:00Z,43.7,26.55,90.67,50.0,37.9,completed
CHG0000770,EV000422,ST001,2025-05-08T03:00:00Z,40.9,34.6,81.36,52.27,30.31,completed
CHG0000771,EV000202,ST001,2025-05-08T06:00:00Z,50.5,12.14,94.31,42.88,51.16,completed
CHG0000772,EV000467,ST003,2025-05-08T09:00:00Z,64.8,22.42,74.91,51.4,44.9,completed
CHG0000773,EV000379,ST003,2025-05-08T12:00:00Z,41.3,18.95,83.51,69.5,38.95,completed
CHG0000774,EV000103,ST001,2025-05-08T15:00:00Z,49.3,12.73,70.16,63.04,52.03,completed
CHG0000775,EV000256,ST003,2025-05-08T18:00:00Z,53.5,30.28,77.48,49.74,38.3,completed
CHG0000776,EV000169,ST002,2025-05-08T21:00:00Z,40.7,32.24,94.26,56.16,34.59,completed
CHG0000777,EV000102,ST003,2025-05-09T00:00:00Z,45.6,39.6,75.36,47.8,42.78,completed
CHG0000778,EV000415,ST001,2025-05-09T03:00:00Z,39.4,25.08,86.59,57.44,42.19,completed
CHG0000779,EV000074,ST004,2025-05-09T06:00:00Z,40.8,24.45,91.39,57.98,33.41,completed
CHG0000780,EV000414,ST003,2025-05-09T09:00:00Z,32.9,18.91,88.8,50.01,50.27,completed
CHG0000781,EV000054,ST001,2025-05-09T12:00:00Z,43.8,26.07,88.9,57.93,37.26,completed
CHG0000782,EV000408,ST001,2025-05-09T15:00:00Z,40.0,32.63,95.22,61.19,34.49,completed
CHG0000783,EV000473,ST001,2025-05-09T18:00:00Z,48.8,38.05,90.03,55.13,42.17,completed
CHG0000784,EV000279,ST004,2025-05-09T21:00:00Z,50.2,37.37,88.65,63.01,35.92,completed
CHG0000785,EV000481,ST002,2025-05-10T00:00:00Z,37.5,18.5,90.72,77.01,35.57,completed
CHG0000786,EV000369,ST002,2025-05-10T03:00:00Z,46.5,28.2,81.08,52.83,40.32,completed
CHG0000787,EV000041,ST004,2025-05-10T06:00:00Z,53.0,14.94,79.49,59.29,53.46,completed
CHG0000788,EV000199,ST004,2025-05-10T09:00:00Z,58.4,21.92,75.65,65.12,34.74,completed
